"length(which_indiv)" "ownership" "headsex" "headrace" "headhisp" "headage"
1 1 1 2 1 68
1 1 1 5 1 44
1 1 1 1 1 79
1 1 2 1 1 62
2 2 2 1 1 32
2 2 2 1 4 33
5 1 2 2 1 55
2 1 2 1 2 41
3 1 1 1 1 41
2 2 2 1 1 37
2 2 1 2 1 47
2 1 1 1 1 59
1 1 1 1 1 69
3 1 2 6 1 47
1 1 2 1 1 90
1 1 1 1 1 86
1 1 2 1 1 31
3 1 1 1 1 51
1 1 1 1 1 55
2 1 1 1 1 49
3 2 2 1 2 43
2 1 1 1 1 56
3 1 1 1 1 52
4 1 1 3 1 43
1 1 2 1 1 43
2 1 1 1 1 25
1 1 1 1 1 68
1 1 1 1 1 61
5 1 2 1 1 40
3 2 2 1 1 26
2 1 1 1 1 53
4 1 2 8 1 42
2 1 1 1 1 74
3 1 1 1 4 40
2 1 1 1 1 31
1 1 2 1 1 60
1 1 1 1 1 61
3 1 1 1 1 38
3 1 2 1 1 31
3 1 2 1 1 57
2 1 2 1 1 61
1 1 2 1 1 51
3 1 2 1 1 40
3 1 2 1 1 49
1 1 2 1 1 83
1 1 1 1 1 66
1 1 2 1 1 54
1 2 2 2 1 29
1 1 1 1 1 82
1 1 2 2 1 41
2 2 2 2 1 48
2 1 1 1 1 59
3 1 1 1 1 84
2 2 2 1 1 27
1 1 2 1 1 89
1 1 1 1 1 75
5 1 1 6 1 53
1 1 1 1 1 68
3 2 1 1 1 26
1 1 1 1 1 58
3 2 2 1 5 38
3 1 2 1 1 53
2 1 1 1 1 49
1 1 2 1 1 48
2 2 2 1 5 30
2 1 1 1 1 54
1 2 2 1 1 45
1 1 2 1 1 86
1 2 1 1 1 21
2 1 2 1 1 44
4 1 1 1 1 86
3 2 2 1 1 33
2 1 1 5 1 54
4 1 1 1 2 48
3 1 1 1 1 43
3 1 1 1 1 27
1 1 1 1 1 63
1 1 1 1 1 48
2 1 1 1 1 74
1 1 1 1 1 85
1 1 1 1 1 67
2 1 1 1 1 49
4 1 2 1 1 48
1 1 2 1 1 62
2 1 2 1 1 54
1 2 1 7 3 56
2 1 1 1 1 40
1 1 1 1 1 51
1 1 1 1 4 60
1 1 2 1 1 81
1 2 1 2 1 61
1 1 2 1 1 56
1 1 1 1 1 71
1 1 1 1 1 67
5 1 2 1 1 74
1 1 2 1 1 38
3 2 2 3 2 42
1 1 2 1 1 65
2 1 2 6 1 56
2 1 2 1 1 53
1 1 1 1 1 63
1 1 2 1 1 55
1 2 2 1 1 45
1 1 2 1 1 74
2 1 2 1 1 54
5 2 2 1 1 29
1 1 1 1 1 72
2 2 2 1 2 50
3 1 1 1 4 50
1 2 1 1 1 43
2 1 2 1 1 48
2 1 1 1 1 39
1 1 1 1 1 30
1 2 2 9 1 21
4 1 2 1 1 45
3 1 1 3 1 52
6 2 2 1 5 55
3 1 2 1 2 37
1 1 1 1 1 49
1 2 2 2 1 49
3 1 2 1 1 70
6 2 1 7 2 54
5 1 2 1 1 32
2 1 1 1 1 47
1 2 1 1 1 27
2 1 2 1 1 49
1 1 2 1 1 77
1 1 1 1 1 65
4 1 1 7 2 38
1 1 1 1 1 81
1 2 1 1 1 34
4 1 2 1 1 44
1 2 1 1 1 50
2 1 1 1 1 54
1 1 1 1 1 60
1 1 1 1 1 82
2 1 2 6 1 62
1 2 2 1 1 48
4 1 1 1 2 31
1 1 2 1 1 76
5 2 2 1 1 20
3 1 1 7 5 53
3 1 1 6 1 55
1 1 2 1 1 62
2 2 1 1 1 29
4 1 1 1 1 44
6 2 2 1 2 53
1 2 1 2 1 34
1 1 2 1 1 48
1 2 1 1 1 57
3 1 2 1 1 43
4 1 1 1 1 42
1 2 2 1 2 24
2 1 1 1 1 36
2 1 2 2 1 43
1 1 1 1 2 22
3 1 2 1 1 78
2 1 1 3 5 51
4 1 1 1 1 46
1 2 2 1 1 31
1 2 2 1 1 35
1 1 1 3 1 66
6 2 1 1 2 47
2 1 1 1 1 58
7 1 2 1 4 63
1 2 2 1 1 26
3 1 1 1 1 77
2 2 2 7 5 46
1 2 1 1 1 50
1 2 1 1 1 67
1 2 2 1 1 64
1 1 2 1 1 62
1 1 1 1 1 63
2 1 2 2 1 36
1 2 1 1 2 20
1 2 2 1 5 35
1 2 2 3 1 25
2 1 1 1 1 60
1 1 1 1 1 71
1 1 2 1 1 88
1 1 1 1 1 75
1 2 1 1 1 24
1 2 2 1 1 38
3 1 1 1 1 46
1 2 2 1 1 33
1 2 2 1 1 51
4 1 1 1 1 62
5 1 2 1 1 40
3 1 1 1 1 55
1 1 1 1 1 60
2 2 1 1 1 53
3 1 1 1 1 47
4 1 1 8 1 44
2 1 1 1 1 37
3 1 1 1 1 57
3 1 2 1 1 34
1 1 1 2 1 56
3 2 1 7 2 39
1 1 2 1 1 43
1 2 2 1 1 32
3 1 1 4 1 60
1 2 1 1 1 58
3 1 1 1 1 54
2 1 1 1 1 33
2 1 2 1 1 26
1 1 2 1 1 55
1 2 1 4 1 22
3 1 1 1 1 52
1 1 1 1 1 78
1 1 1 1 1 71
1 1 1 1 1 54
1 1 1 1 1 42
1 2 2 1 1 41
1 1 1 2 1 47
1 2 1 6 1 76
1 1 1 2 1 64
1 1 1 1 1 67
4 1 1 1 1 50
4 1 2 1 1 44
1 1 1 1 1 72
5 2 2 1 1 27
1 1 2 1 1 57
1 1 1 1 1 59
1 1 2 1 1 33
1 2 2 2 1 35
1 1 1 1 1 71
1 1 1 5 1 77
3 1 2 1 1 90
2 1 1 1 1 38
3 1 1 1 1 54
2 2 2 1 5 54
2 1 2 1 2 39
1 1 2 1 1 57
1 2 2 1 1 27
1 1 2 1 1 60
2 2 2 2 1 31
3 1 1 1 1 49
5 1 1 1 1 58
1 2 2 2 1 31
3 2 2 1 2 27
1 1 2 1 1 59
3 1 1 1 1 51
1 2 2 1 3 22
1 1 2 1 1 75
2 1 1 2 1 75
4 1 2 1 1 37
1 1 1 1 1 54
1 2 1 6 1 20
3 1 1 1 1 33
1 2 2 1 1 48
1 1 1 1 1 80
2 2 1 1 1 23
1 1 1 1 1 83
1 1 1 1 1 59
1 1 1 1 1 77
1 1 1 1 1 76
1 1 2 1 1 61
2 1 1 1 2 65
1 1 2 1 1 63
1 2 2 1 1 28
1 1 2 1 1 28
1 2 2 1 1 30
1 1 1 6 1 26
1 1 1 1 1 57
2 2 1 1 1 27
1 2 2 1 1 25
1 1 2 1 1 56
1 1 1 1 1 68
1 1 1 1 1 40
1 2 2 1 1 48
1 1 1 1 1 68
1 1 2 1 1 24
2 1 1 1 1 83
2 1 1 1 1 52
1 1 1 1 1 47
3 1 1 1 1 29
1 1 1 1 1 35
2 1 2 1 1 45
6 1 2 1 2 34
1 1 1 1 1 36
4 1 1 1 1 39
1 1 1 1 1 81
1 1 2 1 1 42
6 2 2 2 1 66
1 1 1 1 1 88
1 1 1 1 1 66
2 1 1 6 1 31
3 1 1 1 2 67
2 2 2 1 1 58
1 1 1 1 1 66
1 1 1 1 1 73
2 1 1 2 1 77
1 1 1 1 1 70
1 1 1 1 1 56
1 1 1 1 1 64
1 1 1 1 1 71
3 2 2 1 1 30
2 1 1 2 1 66
2 1 1 1 1 43
1 1 1 1 1 64
3 1 2 1 1 45
1 1 2 1 1 67
2 1 2 1 1 46
1 2 2 1 1 23
1 2 2 1 1 65
1 1 2 1 1 61
3 2 2 2 1 61
3 1 1 1 1 65
1 1 1 1 1 56
2 1 1 1 1 69
3 2 2 1 1 46
1 2 2 2 1 63
1 1 1 1 1 64
2 1 2 1 1 43
3 1 1 2 1 50
2 1 2 1 1 46
2 1 1 2 1 44
3 1 1 1 1 39
5 1 2 1 1 38
1 1 1 1 1 74
3 1 2 1 1 36
1 2 2 1 1 95
2 1 2 1 1 59
1 2 2 1 1 26
1 1 2 1 1 68
1 1 1 1 1 68
3 1 2 1 1 55
1 2 2 1 4 59
1 1 1 1 1 59
1 1 1 1 1 53
2 1 1 1 2 63
1 2 2 2 1 39
3 1 1 1 1 42
2 1 1 6 1 40
1 1 2 1 1 53
3 1 1 1 1 46
1 1 2 1 1 55
4 1 2 6 1 47
1 2 2 1 1 61
2 1 2 1 1 60
2 1 2 3 1 56
1 1 1 1 1 57
2 1 2 1 1 54
3 1 1 1 1 66
2 2 1 6 1 32
1 1 1 1 1 74
1 1 2 1 1 26
1 1 2 2 1 54
3 1 2 1 1 42
2 1 1 1 1 60
1 1 2 1 1 67
1 1 2 1 1 51
4 1 2 1 1 51
1 1 1 1 1 79
1 1 1 1 1 55
6 1 1 6 1 43
5 2 2 1 5 39
1 2 1 2 1 27
3 2 2 2 1 43
1 1 2 1 1 47
3 1 1 1 1 42
1 1 2 1 1 55
1 1 1 1 1 87
1 1 1 1 1 63
1 1 1 1 1 64
1 1 1 7 2 58
1 1 1 1 1 65
3 1 2 1 1 42
2 1 2 1 1 43
1 1 1 1 1 57
4 1 1 1 1 46
3 1 1 8 1 44
4 2 1 1 1 47
1 2 1 2 1 60
2 2 1 1 1 30
1 2 1 1 1 39
1 1 2 1 1 65
3 2 2 2 1 59
1 2 1 1 1 27
2 1 2 1 5 50
1 1 2 1 1 40
1 1 1 1 1 51
3 1 2 7 5 54
1 2 2 1 1 63
1 1 1 1 1 93
1 1 1 1 1 51
2 1 1 1 1 35
1 2 2 1 1 23
1 1 1 1 1 45
1 1 1 1 1 68
2 1 1 1 2 26
1 2 2 2 1 53
4 1 1 1 1 34
3 1 2 1 1 47
3 1 2 2 1 52
1 1 2 1 1 59
1 1 2 1 1 49
2 1 1 1 1 47
1 1 1 1 1 71
1 1 1 1 1 61
1 1 1 1 1 40
2 1 1 6 1 41
3 1 1 1 1 41
2 1 1 4 1 54
1 1 2 1 1 70
1 2 2 1 1 36
4 2 1 1 1 34
1 1 1 1 1 41
2 1 2 1 1 52
2 1 2 1 2 31
1 1 2 1 1 69
4 1 1 1 1 40
1 2 1 1 1 27
1 2 2 1 1 29
1 2 1 2 1 49
1 2 2 1 1 27
3 1 1 7 1 56
1 1 1 1 1 62
3 1 2 1 1 59
2 1 2 7 2 26
1 1 2 1 1 49
2 1 1 1 1 83
3 1 2 1 1 36
2 1 1 1 1 50
1 2 2 2 1 26
2 1 1 1 1 59
3 1 1 1 1 53
2 2 2 1 1 25
1 1 1 1 1 88
2 2 2 2 1 40
1 2 1 1 1 41
1 1 1 1 1 70
1 1 2 1 1 60
3 2 2 1 1 42
3 1 1 1 2 40
2 1 1 6 1 43
1 1 1 1 1 25
1 1 1 1 1 63
1 1 1 1 1 71
1 1 1 1 1 59
2 1 1 1 1 62
5 1 1 1 1 39
1 1 2 1 1 66
2 1 2 1 2 43
1 1 1 1 1 74
2 1 1 1 1 30
4 1 1 1 1 54
1 2 1 8 1 49
3 1 2 1 1 26
1 1 2 1 1 49
2 1 1 1 1 55
3 1 1 2 1 64
1 1 1 6 5 63
5 1 1 6 1 45
1 1 1 2 1 68
5 1 1 1 1 35
2 1 1 1 1 68
2 1 1 1 1 55
2 2 2 1 2 27
1 2 2 1 1 41
2 1 1 1 1 59
2 1 2 1 2 39
1 1 1 1 1 59
1 1 1 1 1 62
1 1 1 1 1 95
1 1 1 1 1 55
1 1 1 1 1 85
3 1 1 1 1 57
1 1 2 1 1 58
1 1 1 1 1 48
1 1 1 1 1 64
1 1 1 1 1 52
1 1 1 1 1 55
3 1 1 1 1 65
3 2 1 1 1 47
1 2 2 1 1 24
1 1 1 1 1 37
3 1 1 4 1 47
1 2 1 1 1 27
3 1 1 6 1 35
1 1 1 1 1 81
1 1 1 1 1 56
2 1 2 1 5 57
1 1 2 1 1 75
1 1 1 1 1 49
2 2 1 1 1 45
3 2 2 1 1 37
1 1 2 1 1 63
1 1 1 1 1 35
2 1 1 1 1 62
3 1 1 1 1 43
1 1 1 2 1 65
2 2 1 7 5 43
1 1 2 1 1 44
5 2 1 7 5 43
1 1 1 1 1 56
1 1 2 1 1 65
1 1 1 1 1 61
3 2 1 1 1 34
3 1 1 1 1 36
2 1 1 1 5 50
4 1 1 1 1 50
3 2 1 7 5 46
1 1 1 1 1 65
2 2 2 1 1 34
1 1 1 6 1 68
1 1 2 1 1 80
1 1 1 1 1 61
4 1 1 1 1 46
2 1 2 2 1 50
3 1 1 1 2 34
1 1 1 1 1 77
3 1 2 1 1 42
2 1 2 1 1 51
1 1 2 8 1 66
1 1 1 2 1 65
2 1 1 6 1 40
1 1 2 1 1 56
2 2 1 1 1 21
2 2 1 1 1 59
1 1 1 1 1 63
1 1 2 1 1 65
1 2 2 2 1 69
2 1 2 1 1 68
2 1 1 1 1 44
2 1 1 1 1 54
5 1 2 1 1 58
2 1 1 1 1 44
1 2 1 2 1 59
1 1 1 1 1 28
3 1 1 1 2 48
1 1 1 1 2 51
3 1 2 1 2 34
1 1 1 1 1 33
2 1 2 1 1 47
1 1 2 1 1 51
1 1 1 1 1 70
3 1 2 1 1 65
1 1 1 1 1 68
1 1 1 1 1 86
1 1 1 1 1 68
1 1 2 6 1 56
2 1 2 1 1 39
3 2 2 1 1 25
2 1 1 1 1 76
4 2 2 7 2 41
2 1 2 8 1 44
4 2 2 2 1 32
1 1 2 1 1 54
1 1 1 1 1 68
1 1 2 1 1 72
1 1 2 2 1 75
1 2 2 1 1 21
1 1 1 1 1 80
1 1 1 1 1 61
1 2 2 1 1 39
5 1 1 1 1 51
1 1 1 1 1 50
4 1 1 1 1 53
2 2 1 1 1 20
4 1 1 7 2 49
4 2 2 2 1 46
1 2 1 2 1 64
1 1 1 2 1 75
1 2 2 1 1 57
2 2 1 2 1 39
1 1 1 1 1 52
1 1 2 1 1 86
1 1 2 1 1 74
3 2 1 4 1 48
2 1 2 1 1 44
3 1 1 1 1 37
1 1 1 1 4 74
1 1 1 1 1 74
1 1 1 1 1 69
3 1 1 1 1 38
3 1 1 1 1 51
2 1 1 1 1 80
2 1 2 1 1 60
1 1 2 1 1 53
3 1 1 1 1 32
1 2 2 1 1 67
1 2 2 3 1 24
3 1 2 1 1 47
1 1 1 1 1 75
4 1 1 1 1 34
2 2 2 1 1 43
1 1 2 1 1 73
1 1 1 1 1 47
4 1 2 2 1 38
2 2 1 1 1 58
1 2 2 2 1 43
2 1 1 1 1 59
3 1 1 1 1 50
1 2 2 1 1 42
1 2 1 1 1 64
1 1 1 1 1 67
1 1 1 1 1 54
1 1 1 1 1 84
1 1 1 1 1 75
3 1 1 1 1 50
2 2 2 1 1 45
4 2 2 6 1 46
1 1 1 1 1 57
2 1 1 1 1 65
1 1 1 1 1 71
6 2 2 7 2 32
1 1 1 1 1 27
2 1 1 2 1 69
1 1 2 1 1 58
1 2 2 7 3 25
1 1 1 1 1 69
1 2 2 2 1 49
1 1 1 1 1 72
1 1 1 1 1 77
1 1 2 1 1 62
1 1 1 1 1 65
2 1 2 2 1 58
1 1 2 1 1 46
3 1 1 1 1 27
1 1 1 1 1 48
2 1 1 1 1 28
3 1 1 1 1 27
1 1 2 1 1 54
2 1 1 1 1 50
4 2 1 7 4 49
1 2 1 1 1 31
1 1 1 5 1 66
2 1 1 1 1 45
4 1 2 1 1 52
2 1 2 1 1 62
1 2 1 1 1 35
1 1 1 1 1 63
1 2 2 1 1 54
5 2 2 1 2 51
1 1 1 1 1 70
2 1 2 2 1 50
1 1 2 1 1 60
1 1 1 1 1 31
1 1 2 8 1 32
4 1 1 1 1 50
4 1 2 1 1 42
2 2 2 2 1 57
1 1 1 2 1 58
4 2 1 6 1 40
2 1 1 1 1 49
1 1 2 3 1 72
1 2 2 2 1 48
2 1 1 1 1 56
3 2 1 7 2 40
1 1 1 1 1 71
2 1 2 1 1 54
1 1 1 1 1 73
1 1 1 1 1 58
4 1 1 1 2 29
1 1 2 1 1 84
1 2 2 1 1 51
1 1 2 1 1 54
3 1 1 1 1 40
1 1 2 1 1 70
1 1 1 1 1 42
3 1 1 1 1 36
1 1 1 1 1 68
3 1 1 2 1 55
1 2 2 1 1 43
2 1 2 1 1 56
1 1 2 1 1 64
1 1 2 1 1 67
1 1 2 2 1 88
1 1 1 1 1 52
1 1 2 1 1 53
4 1 1 1 2 55
4 2 2 1 1 35
3 1 2 1 1 50
3 2 1 2 1 39
2 2 2 1 1 24
1 2 2 1 2 70
4 1 1 1 2 54
2 1 2 1 1 68
2 1 1 1 1 79
1 1 2 1 1 50
2 2 2 1 1 49
1 2 1 8 1 59
3 2 2 1 1 54
1 1 1 1 1 64
2 2 1 1 1 53
1 1 2 1 1 53
1 1 1 1 1 69
1 2 1 2 1 28
2 1 2 2 1 58
3 2 2 1 1 61
1 2 1 1 1 57
1 1 1 1 1 72
2 2 1 1 1 27
1 2 2 1 2 40
1 1 2 1 1 68
3 1 1 1 1 63
3 1 1 1 1 39
1 1 1 1 1 68
1 1 1 1 1 53
1 1 2 1 1 51
1 1 2 8 1 55
2 2 2 1 1 23
3 1 2 1 1 42
3 1 1 1 1 57
1 1 2 1 1 74
2 1 2 1 1 51
1 1 1 1 1 55
4 1 1 8 1 60
1 2 2 1 1 30
1 1 2 1 1 51
1 2 1 1 1 58
2 2 1 1 1 32
6 2 1 3 1 33
1 1 2 1 1 67
2 1 2 1 1 52
1 1 1 1 1 72
3 1 1 1 1 33
1 1 1 1 1 55
4 1 1 3 1 59
1 1 1 1 1 65
1 1 1 1 1 53
1 1 1 1 1 78
1 2 1 1 1 29
3 2 1 2 1 52
2 2 1 1 1 21
1 1 1 1 1 71
1 1 1 1 1 76
1 1 1 1 1 60
1 1 1 1 1 64
1 1 1 1 1 55
2 1 2 1 1 41
1 1 1 1 1 65
3 1 2 1 1 34
1 1 2 1 1 77
1 1 1 7 3 40
5 2 1 1 1 33
3 1 2 2 1 37
2 1 1 1 1 70
1 1 1 1 1 35
1 1 1 1 1 61
2 1 1 1 1 35
3 1 1 6 1 39
1 1 1 2 1 77
2 1 1 1 1 55
1 1 2 1 1 70
1 1 1 1 1 63
2 1 1 1 1 44
1 1 2 1 1 61
3 2 2 1 1 32
3 1 1 1 1 48
3 1 1 1 1 51
2 1 1 1 1 56
1 1 1 1 1 50
1 1 1 1 1 54
1 2 1 1 1 46
1 1 1 1 1 64
2 1 1 1 2 62
2 1 1 1 1 63
6 1 1 7 2 66
6 2 1 1 1 48
1 1 2 1 1 80
2 1 2 8 1 32
1 1 1 1 1 81
1 1 1 1 1 55
1 2 2 1 1 48
1 1 2 2 1 78
1 1 2 1 1 72
1 1 2 1 1 52
1 1 1 1 1 63
3 1 2 1 1 51
3 1 2 1 1 37
3 2 2 1 1 37
1 1 1 1 1 81
2 1 1 1 1 67
4 1 1 1 1 78
1 1 2 1 1 61
2 1 2 2 1 38
5 1 1 1 1 44
1 2 1 4 1 78
1 1 1 1 1 72
1 1 1 7 2 52
3 1 2 1 1 46
6 1 2 7 2 44
2 1 2 2 1 64
1 1 2 1 1 71
1 1 1 1 1 64
4 1 2 1 1 35
1 2 1 1 1 84
1 1 1 1 1 64
1 2 2 1 1 30
1 1 2 1 1 93
1 1 1 1 1 51
1 1 2 2 1 86
2 1 1 1 1 57
4 2 2 1 2 35
1 2 1 6 1 22
4 1 1 2 1 86
2 1 2 1 1 62
3 2 1 1 1 26
1 1 1 1 1 63
2 2 2 1 1 59
2 1 2 2 1 63
3 1 2 1 1 33
1 1 2 1 1 31
1 1 1 1 1 89
1 1 1 1 1 57
1 1 1 1 1 75
1 1 1 2 1 62
1 1 1 1 1 64
1 1 2 2 1 48
2 2 2 2 1 54
1 1 2 1 1 63
3 1 2 1 1 38
3 2 2 1 1 36
1 1 1 1 1 65
1 1 1 1 1 61
1 1 1 1 1 49
3 1 1 2 1 65
1 1 2 1 1 76
1 1 1 1 1 63
1 2 2 7 2 31
1 1 1 1 1 60
4 1 1 1 1 41
1 2 2 1 1 49
5 2 1 1 1 35
2 2 1 1 1 20
1 2 1 1 1 79
1 1 2 1 1 57
2 1 1 1 1 49
2 1 2 1 1 76
1 1 1 1 1 56
3 1 2 1 1 44
1 1 2 1 1 60
2 2 2 2 1 30
1 1 2 2 1 47
2 2 1 2 1 38
1 1 2 2 1 53
1 1 1 1 2 78
1 1 2 1 1 66
1 1 2 1 1 50
1 1 1 1 1 63
5 2 1 1 1 59
1 1 1 1 1 82
1 1 2 1 1 67
3 1 1 1 5 63
1 2 2 1 1 24
1 1 1 1 1 58
4 1 1 1 1 34
1 1 1 1 1 69
3 1 2 1 1 66
2 1 1 2 1 56
4 1 1 2 1 44
4 2 2 7 2 41
4 1 1 1 1 26
2 2 1 1 1 31
5 1 2 1 1 58
4 1 1 1 1 54
3 1 1 1 1 49
2 2 2 2 1 48
1 1 1 1 1 63
1 1 1 1 1 72
1 1 1 1 1 67
1 1 1 1 1 70
3 1 1 1 1 56
1 1 1 1 1 66
2 1 2 1 1 39
1 1 1 1 1 67
3 1 2 1 1 33
2 2 1 3 1 42
3 1 2 2 1 46
1 1 1 1 1 63
2 1 2 1 1 32
1 1 1 1 1 70
4 2 2 1 1 55
1 1 2 1 1 54
1 1 1 1 1 65
1 2 1 1 1 28
3 2 1 1 1 51
3 2 2 6 1 49
1 1 1 1 1 73
2 2 2 1 1 59
1 2 2 1 1 58
1 1 2 1 1 52
1 1 1 1 1 60
3 1 2 1 1 51
2 1 2 1 1 55
1 1 2 1 1 47
1 1 1 1 1 70
1 1 2 1 1 37
1 1 2 1 1 59
1 2 1 1 1 69
1 1 1 1 1 78
5 1 1 1 1 74
1 1 1 1 1 58
2 2 2 1 1 85
2 1 2 2 1 62
1 2 2 1 1 27
1 2 2 8 1 37
3 1 2 1 1 31
1 1 2 1 5 94
2 2 2 7 2 24
1 1 1 1 1 64
1 1 1 1 1 77
2 2 1 1 1 38
1 1 2 1 1 81
3 2 1 2 2 21
3 1 1 1 1 49
2 1 2 1 1 48
2 1 2 1 1 51
1 2 1 1 1 53
3 1 1 1 1 46
4 1 2 1 1 38
6 2 1 2 1 44
1 1 2 1 1 63
1 2 2 1 1 48
3 1 1 1 1 41
1 2 1 1 1 41
1 1 2 1 1 72
1 1 2 1 1 80
1 1 2 1 1 57
1 1 2 1 1 64
1 1 2 1 1 72
3 2 1 1 1 42
2 1 2 1 1 57
1 1 1 7 2 69
3 2 2 1 2 24
4 1 1 1 1 46
5 1 2 1 1 41
3 2 2 7 2 50
1 1 1 5 1 59
1 1 1 1 1 85
1 1 1 1 1 69
3 1 2 1 1 46
2 1 1 1 1 64
2 1 1 1 1 61
2 2 1 1 1 68
1 1 2 8 1 54
1 1 1 1 1 77
2 1 1 1 1 62
2 1 2 1 1 47
4 1 1 8 1 33
4 1 1 1 1 34
6 1 1 6 1 65
1 2 2 1 1 31
1 1 1 1 1 26
2 1 1 1 1 38
4 1 2 1 1 33
5 1 1 1 1 48
3 1 1 1 1 49
3 2 1 1 4 50
1 1 1 1 1 79
1 1 1 1 1 57
1 1 2 1 1 56
3 1 1 1 1 37
4 1 1 1 1 28
2 1 1 1 2 33
1 1 1 1 1 52
3 1 1 1 1 41
2 2 2 1 1 61
1 1 2 1 1 88
1 2 1 1 1 28
2 1 2 1 1 43
3 1 1 1 1 33
1 2 1 2 1 49
2 1 1 1 1 57
5 1 1 1 1 50
3 2 1 1 2 51
2 1 1 1 1 58
1 2 1 1 1 84
1 1 1 1 1 62
2 2 2 2 5 45
1 1 1 1 1 58
1 2 1 1 4 38
2 1 1 1 1 58
1 1 1 1 1 62
2 1 2 1 1 60
3 2 2 1 5 41
4 2 1 1 1 46
1 1 1 1 1 53
3 1 2 1 1 45
5 1 1 1 2 40
1 1 2 1 1 55
1 1 1 1 1 81
7 1 1 1 1 32
1 2 2 1 1 53
1 1 1 1 1 56
3 1 1 1 1 39
3 2 2 3 1 39
1 1 2 1 1 63
3 1 2 2 5 52
3 1 2 1 1 32
2 1 1 1 1 86
2 2 2 1 1 48
2 2 2 1 2 24
1 1 1 1 1 51
2 1 1 1 1 85
6 1 1 8 1 61
2 1 1 1 1 37
1 1 1 1 1 74
2 1 1 1 1 50
3 1 2 1 1 49
1 2 1 1 1 39
3 1 1 1 1 53
4 1 2 1 1 41
2 1 1 1 1 96
5 1 1 1 2 46
1 1 2 1 1 67
1 1 2 2 1 65
2 2 2 1 1 44
3 2 1 2 5 37
1 1 2 1 1 53
1 1 1 1 1 31
3 1 1 1 1 42
4 1 1 1 1 33
3 1 2 6 1 48
1 1 1 1 1 53
2 1 2 1 2 29
1 1 1 7 1 47
4 1 1 1 1 54
1 1 1 1 1 48
1 2 1 1 1 49
3 2 2 1 1 27
1 1 1 1 1 77
1 1 1 1 1 29
1 2 2 1 4 28
1 1 2 2 1 62
2 1 1 1 1 64
1 1 1 1 1 57
1 1 1 1 1 66
2 2 2 7 1 33
6 1 2 1 5 39
1 1 1 1 1 60
1 2 1 1 2 48
1 2 1 1 1 27
3 1 1 1 1 39
2 1 2 1 1 65
1 1 1 1 1 58
1 1 1 1 1 74
4 1 1 1 1 50
1 1 1 1 1 74
4 2 1 1 1 42
1 1 1 1 1 67
1 1 1 1 1 87
1 2 1 7 2 51
1 2 1 1 1 65
2 1 2 1 1 45
1 1 2 2 1 52
2 1 1 7 2 62
1 1 1 1 1 57
2 1 1 1 1 27
2 1 2 1 1 38
1 2 2 2 1 24
2 1 2 1 1 53
1 1 2 1 1 48
2 1 1 1 1 53
2 2 2 7 2 34
3 1 1 1 1 68
1 1 1 2 1 62
3 1 1 1 1 55
1 1 2 1 2 71
1 1 1 1 1 84
2 1 1 1 1 75
3 2 2 2 1 65
1 2 2 7 5 61
1 1 1 1 1 69
3 1 1 2 1 74
4 1 1 1 1 46
2 1 2 1 1 45
2 1 2 1 1 56
2 1 2 2 1 85
3 2 2 1 1 51
2 1 1 4 1 65
1 2 1 1 1 51
2 1 1 1 1 88
1 1 1 1 1 81
3 2 1 1 1 53
4 1 1 3 1 50
1 1 2 1 1 78
3 1 2 1 1 36
1 1 2 1 1 49
1 2 2 2 1 55
1 1 2 1 1 60
2 1 1 1 2 59
1 1 2 1 1 71
1 2 2 1 5 58
2 1 1 1 1 38
3 1 1 7 5 33
1 2 2 1 1 26
6 1 1 1 2 48
1 1 1 1 1 52
5 1 2 1 1 40
1 2 2 1 1 38
3 1 1 1 1 51
3 1 1 1 1 46
1 1 1 1 1 77
3 2 2 1 2 28
1 2 2 1 1 52
1 1 1 1 1 56
2 2 2 1 1 45
1 1 1 7 2 44
2 1 1 1 1 32
3 2 2 1 1 33
1 2 2 1 1 23
1 2 2 2 1 48
1 1 2 1 1 60
1 1 2 1 1 65
2 1 1 8 1 32
2 1 1 1 1 58
1 1 1 1 1 66
2 1 1 1 1 62
1 2 1 2 1 71
2 1 1 1 1 64
3 2 1 1 1 35
1 1 1 1 1 29
1 1 2 1 1 70
1 1 1 1 1 79
3 1 2 1 1 40
1 1 2 1 1 68
3 1 1 1 1 60
2 1 1 1 2 35
1 1 2 1 1 53
1 1 1 1 1 60
7 1 2 1 5 36
3 1 2 1 1 48
1 2 2 1 1 48
2 1 2 1 1 50
1 1 1 1 1 35
3 1 2 1 1 53
3 1 1 1 1 56
1 1 2 1 1 73
2 1 1 1 1 64
3 1 1 4 1 45
1 1 1 1 1 83
2 1 1 1 1 43
1 1 1 1 1 57
1 2 2 1 2 25
1 1 1 1 1 69
1 1 1 1 1 60
1 1 2 1 1 87
1 1 2 1 1 42
1 1 1 1 1 36
3 1 2 1 1 44
1 1 1 1 1 73
3 2 2 1 3 36
1 1 1 1 1 74
1 1 2 2 1 93
1 1 1 1 1 58
1 1 2 1 1 77
2 1 1 1 1 56
2 1 1 1 1 60
1 1 1 1 1 54
1 1 2 1 1 59
1 1 2 1 1 82
2 1 1 1 1 46
4 1 1 2 1 52
1 1 2 1 1 63
1 1 1 1 1 68
3 2 2 2 1 44
1 2 1 1 1 53
4 1 2 1 1 35
4 2 2 2 1 26
1 2 2 1 1 24
